geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
grd,Grenada,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1195,1196,1197,1198,1200,1201,1203,1205,1208,1210,1213,1216,1219,1223,1227,1231,1235,1239,1244,1248,1253,1258,1262,1267,1272,1276,1281,1286,1291,1295,1299,1303,1306,1308,1311,1313,1314,1315,1316,1317,1320,1323,1327,1333,1339,1346,1354,1363,1373,1383,1395,1407,1420,1435,1450,1466,1484,1502,1521,1543,1565,1587,1610,1634,1655,1681,1707,1734,1756,1788,1821,1850,1888,1928,1970,2014,2058,2102,2145,2188,2231,2274,2316,2358,2396,2433,2468,2500,2531,2565,2591,2613,2633,2649,2666,2682,2699,2712,2726,2729,2725,2721,2717,2714,2710,2706,2701,2697,2698,2703,2712,2722,2731,2728,2729,2725,2726,2721,2716,2711,2707,2702,2697,2692,2687,2682,2677,2673,2668,2663,2658,2653,2648,2643,2639,2634,2629,2624,2769,3044,3287,3496,3672,3814,3920,3988,4014,3993,3923,3804,3643,3452,3249,3058,2894,2769,2689,2652,2647,2657,2668,2677,2684,2697,2722,2764,2821,2889,2963,3035,3096,3141,3160,3146,3098,3020,2917,2794,2664,2534,2416,2313,2228,2160,2103,2053,2009,1973,1947,1931,1927,1931,1944,1962,1983,2004,2022,2036,2045,2049,2049,2044,2033
gtm,Guatemala,20490,20760,21030,21300,21580,21860,22150,22440,22730,23030,23400,23710,24010,24320,24640,24950,25270,25590,25910,26240,26560,26900,27230,27560,27900,28240,28590,28940,29290,29640,30000,30360,30720,31080,31460,31830,32210,32600,32990,33380,33780,34190,34600,35010,35430,35850,36280,36720,37160,37600,38060,38520,39000,39480,39960,40460,40950,41460,41970,42480,43010,43530,44050,44560,45080,45590,46090,46600,47100,47590,48090,48580,49060,49570,50040,50520,50980,51450,51890,52330,52770,53200,53650,54100,54550,55010,55470,55930,56400,56880,57360,57840,58330,58820,59310,59810,60330,60860,61410,61980,62570,62630,62760,62840,63040,63140,63350,65580,67180,68820,70470,72150,73870,73550,73240,72920,72580,72220,74680,77190,79740,82350,85020,86220,87430,88650,89900,91160,91000,90810,94470,98130,101800,105400,109100,112800,116400,120100,123700,127400,131100,134700,138400,142000,145700,149400,153000,156700,160300,164000,167700,168000,168900,170200,172100,174300,177100,180200,183800,187700,191900,196300,200800,205400,210100,214900,219800,224900,230200,235900,241800,248100,254700,261500,268500,275700,283000,290500,297900,305200,312000,317900,322900,326900,330000,332700,335400,338500,342300,347000,352600,358900,365500,372100,378500,384500,390000,395100,399700,403700,407100,409600,411400,412500,413200,413700,414300,415200,416700,418900,421600,424800,428200,431500,434700,437600
guy,Guyana,5896,5896,5896,5896,5896,5896,5896,5896,5896,5896,5896,5898,5902,5907,5915,5925,5937,5951,5967,5985,6005,6027,6051,6077,6106,6136,6169,6204,6241,6280,6322,6365,6409,6454,6498,6543,6588,6634,6680,6726,6773,6819,6867,6914,6962,7010,7058,7107,7156,7206,7256,7304,7354,7403,7453,7503,7554,7605,7656,7708,7760,7812,7865,7918,7971,8025,8079,8133,8188,8243,8299,8355,8411,8466,8523,8581,8639,8696,8754,8813,8873,8804,8734,8664,8591,8518,8443,8366,8272,8193,8113,7154,7358,7564,7773,7984,8472,8965,9466,9972,10480,10010,9526,9867,10210,10560,10920,10760,10600,10440,10270,10110,9938,9700,9457,9212,8962,8709,9059,9414,9774,10140,10510,10620,10730,10850,10960,11080,11160,11230,11500,11760,12030,12300,12560,12830,13090,13360,13620,13890,14160,14420,14690,14950,15220,15480,15750,16020,16280,16550,16810,17280,18160,18950,19660,20260,20780,21220,21580,21860,22090,22280,22450,22620,22800,23010,23270,23570,23900,24260,24640,25010,25380,25710,26000,26240,26450,26620,26750,26840,26870,26840,26720,26510,26230,25890,25510,25100,24700,24290,23880,23470,23040,22580,22100,21600,21070,20540,20010,19480,18940,18390,17810,17210,16610,16040,15500,15040,14660,14390,14230,14190,14250,14380,14580,14820
hnd,Honduras,5311,5474,5485,5504,5515,5526,5537,5556,5567,5579,5583,5609,5646,5682,5728,5784,5849,5933,6018,6115,6223,6351,6483,6626,6783,6952,7146,7344,7556,7784,8038,8298,8565,8842,9127,9436,9740,10050,10380,10710,11080,11420,11750,12070,12410,12720,13020,13310,13600,13890,14150,14410,14650,14890,15130,15340,15530,15710,15900,16060,16190,16310,16430,16580,16700,16820,16950,17100,17220,17350,17480,17610,17760,17890,18020,18160,18290,18450,18580,18720,18860,19020,19160,19300,19440,19580,19760,19900,20040,20190,20370,20520,20670,20820,20970,21160,21340,21560,21800,22090,22430,22780,23080,23510,24020,24550,25080,25600,26160,26770,27340,27930,28580,28860,29040,29140,29240,29320,30050,30800,31730,32980,34570,35740,36900,38060,39070,39930,40290,40780,42600,44430,46250,48080,49900,51730,53550,55380,57200,59030,60850,62680,64500,66330,68150,69980,71800,73630,75450,77280,79100,80190,82380,84600,86840,89120,91430,93780,96170,98630,101200,103800,106500,109300,112200,115000,117800,120400,122800,125100,127400,129700,132200,134900,137900,141100,144500,148000,151500,155000,158400,161700,164800,167800,170800,173600,176500,179500,182500,185400,188400,191100,193700,195800,197600,198800,199400,199500,199100,198200,196800,195200,193300,191200,189100,186900,184500,182000,179400,176800,174400,172300,170700,169600,169000,168900
hrv,Croatia,49370,49370,49370,49370,49370,49370,49370,49370,49370,49370,49370,49390,49430,49490,49580,49680,49810,49960,50130,50320,50540,50780,51040,51320,51630,51960,52320,52700,53100,53530,53980,54460,54940,55420,55910,56400,56900,57410,57910,58420,58940,59460,59980,60520,61050,61590,62130,62680,63230,63790,64360,64920,65500,66080,66660,67250,67850,68450,69050,69660,70280,70900,71530,72160,72800,73440,74090,74740,75400,76070,76740,77420,78110,78780,79470,80180,80880,81580,82300,83030,83760,90150,92640,95170,97720,100300,98360,96340,94280,92190,90050,92770,95530,98340,101200,104100,103500,102900,102300,101700,101100,101200,101400,101500,101700,101800,101900,102000,102200,102300,102400,102500,102600,102700,102800,105700,108600,111600,114600,117700,117400,117100,116800,116500,116200,115100,114100,112900,111800,110600,109700,108900,108000,107100,106200,105300,104400,103600,102700,101800,100900,100000,99160,98280,97390,96510,95630,94750,93870,92980,92100,91150,89290,87500,85780,84130,82540,80990,79490,78000,76480,74920,73310,71660,70020,68500,67230,66300,65730,65520,65600,65850,66140,66360,66460,66440,66350,66270,66230,66220,66160,66010,65680,65110,64290,63160,61700,59940,58000,55960,53990,52280,50930,49980,49400,49060,48730,48220,47420,46330,45060,43830,42840,42240,42050,42210,42580,42980,43240,43290,43110,42700,42150,41540,40880,40220
hti,Haiti,31640,31640,31640,31640,31640,31640,31640,31640,31640,31640,31640,31650,31680,31720,31770,31840,31920,32010,32120,32240,32380,32530,32700,32880,33070,33280,33500,33740,34000,34270,34550,34850,35160,35460,35770,36080,36400,36720,37040,37360,37680,38020,38350,38700,39050,39400,39760,40130,40510,40890,41280,41680,42080,42500,42920,43350,43790,44230,44680,45140,45610,46080,46560,47050,47540,48030,48530,49040,49540,50060,50580,51110,51640,52160,52700,53240,53800,54340,54900,55470,56050,56620,57200,57800,58380,58990,59600,60210,60830,61460,62100,62750,63400,64060,64720,65400,66100,66850,67630,68450,69320,70220,71070,72070,73120,74220,75340,76440,77590,78760,79950,81150,82370,83660,85030,86480,87940,89430,90910,92430,93860,95220,96470,97750,99040,100300,101700,103000,104400,105700,107900,110000,112100,114200,116400,118500,120600,122700,124900,127000,129100,131200,133300,135500,137600,139700,141800,144000,146100,148200,150300,151100,152800,154600,156700,158800,161200,163600,166200,168800,171300,173700,175800,177700,179300,180500,181400,181900,182400,182900,183700,185100,187300,190400,194400,199600,206100,213700,222000,230600,239000,246700,253200,258200,261800,263800,264700,264800,264700,264500,264500,264700,265000,265400,265900,266300,266600,266700,266600,266400,266000,265700,265600,265800,266100,266600,267100,267400,267400,267100,266500,265800,265000,264300,263800,263300
hun,Hungary,128000,129100,130200,131300,132500,133600,134700,135900,137000,138200,139600,140700,141900,143100,144300,145500,146600,147800,149000,150200,151400,152600,153800,155000,156200,157400,158600,159800,160900,162100,163300,164500,165700,167000,168200,169400,170700,171900,173200,174400,175700,177000,178300,179600,180900,182200,183500,184800,186100,187400,188800,189100,189400,189800,190100,190400,190700,191000,191300,191500,191800,221000,234200,249900,234000,238900,236400,220000,242900,245600,248400,254000,242500,254800,258700,276100,280700,266400,264800,284300,267800,271800,279600,286300,293000,288900,295100,288300,287500,288600,267900,284400,272800,291000,283500,286900,281400,282000,265100,276900,280300,279500,278600,277600,276700,275700,274600,273500,272400,271400,270400,269300,268500,267100,265000,262400,259800,257100,254500,251800,249800,254800,243900,232700,221100,234600,229100,217700,224500,215100,214800,214600,214300,214100,213800,213600,213300,213100,212800,212600,212300,212100,211800,211600,211300,211100,210800,210600,210300,210100,209800,208100,204200,199500,194000,187600,180600,173000,165100,157400,150200,144200,139900,137600,137300,138800,141800,145400,149300,152900,156200,159300,162400,165400,168000,169700,169900,168300,164800,159700,153500,147000,140900,135800,132100,129700,128500,128000,127500,126900,125800,124000,121400,118200,114500,110400,106400,102700,99660,97350,95850,95140,94990,95170,95550,95960,96230,96300,96140,95720,95090,94340,93600,92970,92480,92090
idn,Indonesia,680300,682100,683900,685700,687500,689300,691100,692900,694700,696500,698500,700500,702700,705100,707800,710600,713600,716900,720400,724100,728000,732100,736500,741100,745900,750900,756200,761700,767400,773400,779700,786100,792700,799300,805900,812600,819300,826200,833000,839900,846900,854100,861500,869100,876900,884900,893100,901600,910200,919200,928300,936700,945300,954100,963200,972500,982000,991800,1002000,1012000,1022000,1034000,1045000,1057000,1070000,1082000,1094000,1106000,1118000,1130000,1143000,1156000,1168000,1181000,1193000,1206000,1219000,1233000,1247000,1262000,1276000,1288000,1302000,1317000,1330000,1346000,1362000,1377000,1393000,1408000,1425000,1442000,1458000,1475000,1493000,1623000,1641000,1660000,1679000,1700000,1721000,1742000,1764000,1784000,1793000,1800000,1853000,1935000,1946000,1958000,1970000,1981000,1993000,2004000,1945000,1923000,1898000,1868000,1841000,1816000,1934000,1843000,1862000,1884000,1904000,1927000,1947000,1971000,1991000,2016000,2056000,2097000,2137000,2178000,2218000,2259000,2300000,2340000,2381000,2421000,2462000,2502000,2543000,2584000,2624000,2665000,2705000,2746000,2786000,2827000,2868000,2939000,3079000,3210000,3333000,3448000,3556000,3655000,3748000,3835000,3918000,3997000,4073000,4149000,4223000,4295000,4365000,4431000,4491000,4546000,4596000,4641000,4682000,4720000,4755000,4789000,4823000,4856000,4887000,4915000,4937000,4948000,4948000,4935000,4910000,4876000,4836000,4794000,4755000,4719000,4686000,4653000,4618000,4580000,4542000,4508000,4485000,4477000,4487000,4514000,4557000,4614000,4677000,4742000,4804000,4863000,4917000,4968000,5015000,5056000,5087000,5105000,5109000,5098000,5073000,5037000
ind,India,6991000,7005000,7019000,7033000,7047000,7061000,7075000,7089000,7102000,7116000,7131000,7146000,7161000,7177000,7194000,7211000,7229000,7248000,7268000,7288000,7309000,7330000,7353000,7376000,7399000,7424000,7449000,7475000,7502000,7529000,7557000,7586000,7615000,7644000,7673000,7703000,7732000,7762000,7791000,7821000,7851000,7881000,7911000,7941000,7972000,8002000,8033000,8063000,8094000,8125000,8156000,8190000,8224000,8258000,8292000,8327000,8361000,8396000,8431000,8466000,8501000,8536000,8572000,8607000,8643000,8680000,8716000,8753000,8790000,8827000,8864000,8902000,8939000,8977000,9015000,9053000,9092000,9131000,9170000,9210000,9249000,9246000,9244000,9241000,9222000,9219000,10660000,10700000,10740000,10770000,10810000,10850000,10890000,10920000,10960000,11000000,11040000,11090000,11140000,11200000,11250000,11300000,11360000,11410000,11460000,11520000,11570000,11600000,11630000,11660000,11690000,11720000,11750000,11790000,11830000,11880000,11930000,12010000,12090000,12170000,12240000,12320000,12400000,12480000,12560000,12640000,12720000,12800000,12880000,12990000,13170000,13350000,13520000,13700000,13880000,14050000,14230000,14410000,14580000,14760000,14940000,15110000,15290000,15470000,15640000,15820000,16000000,16170000,16350000,16530000,16700000,16800000,17010000,17220000,17450000,17680000,17930000,18180000,18440000,18700000,18970000,19240000,19500000,19760000,20020000,20290000,20560000,20840000,21130000,21440000,21750000,22070000,22390000,22700000,23010000,23330000,23660000,24020000,24410000,24820000,25240000,25640000,26020000,26360000,26650000,26890000,27070000,27200000,27300000,27370000,27430000,27480000,27520000,27570000,27620000,27670000,27730000,27790000,27830000,27870000,27880000,27880000,27860000,27810000,27740000,27630000,27490000,27290000,27070000,26820000,26570000,26330000,26130000,25970000,25860000,25790000
irl,Ireland,123400,124800,126200,127500,128900,130300,131800,133200,134700,136100,137900,139500,141000,142500,144100,145600,147200,148700,150300,151900,153400,155000,156600,158100,159600,161100,162600,164000,165400,166800,168200,169500,170800,172000,173100,174300,175300,176000,176000,175600,174700,173300,171700,169900,168000,165900,163700,161400,159000,156600,154000,149100,144300,139400,134900,130000,125200,120400,115900,112000,108500,105600,102800,100100,97180,103400,104900,103700,104800,104200,107400,107900,106400,103000,100700,98360,99350,98160,93700,94220,89950,88350,86400,83940,84620,82380,80620,79540,77730,76520,74690,76770,74180,75460,74800,75340,76280,75470,74480,73310,71860,71570,72160,72120,73480,72760,73150,71890,72090,72560,71950,72010,71240,70700,69480,67710,64530,60960,61900,62710,70040,63360,58640,61020,62780,61580,60650,59550,58710,57760,58200,58640,59080,59520,59960,60400,60840,61280,61720,62160,62600,63040,63480,63920,64360,64800,65240,65680,66120,66560,67000,65970,64100,62620,61510,60790,60420,60370,60580,60960,61370,61700,61870,61820,61600,61410,61490,62050,63170,64820,66840,68970,70920,72470,73490,73970,73970,73660,73160,72480,71580,70370,68770,66810,64540,62060,59500,56990,54690,52710,51180,50170,49640,49560,49910,50640,51710,53020,54480,56060,57710,59480,61360,63320,65300,67200,68940,70440,71630,72430,72790,72650,72050,71070,69770,68250
irn,Iran,305000,305700,306400,307100,307800,308500,309200,309900,310600,311300,312000,312700,313500,314400,315200,316200,317100,318200,319200,320300,321500,322700,323900,325200,326500,327900,329300,330800,332300,333900,335600,337200,338900,340600,342300,344000,345700,347500,349200,350900,352700,354400,356200,358000,359800,361600,363400,365200,367000,368900,370700,372400,374200,375900,377700,379500,381300,383100,384900,386700,388500,390300,392200,394100,396100,398100,400100,402100,404200,406300,408500,410700,412900,415000,417300,419700,422000,424400,426900,429400,431900,434500,437000,439600,442200,444800,447500,450100,452800,455500,458200,460900,463600,466400,469100,471900,474700,477500,480400,483200,486100,489000,491900,494800,497700,500700,503600,506600,509600,512600,515700,518700,521800,526000,531300,537800,544400,551000,557900,564900,572000,579100,586400,593700,601100,608700,615500,623200,630100,637200,649100,660900,672800,684700,696600,708400,720300,732200,744100,755900,767800,779700,791600,803400,815300,827200,839000,850900,862800,874700,886500,895800,914300,932400,950100,967400,984400,1001000,1017000,1033000,1049000,1064000,1078000,1093000,1108000,1123000,1137000,1151000,1165000,1181000,1200000,1223000,1250000,1284000,1324000,1373000,1432000,1500000,1576000,1655000,1735000,1812000,1881000,1938000,1980000,2004000,2005000,1987000,1951000,1900000,1836000,1762000,1683000,1604000,1527000,1457000,1395000,1342000,1296000,1260000,1234000,1219000,1214000,1219000,1230000,1247000,1269000,1295000,1321000,1346000,1366000,1379000,1384000,1382000,1370000,1350000
irq,Iraq,52730,52770,52800,52840,52880,52920,52960,53000,53040,53080,53120,53180,53250,53340,53450,53570,53720,53880,54060,54260,54470,54700,54960,55230,55520,55830,56160,56500,56870,57260,57660,58090,58520,58950,59390,59830,60270,60720,61170,61620,62080,62530,63000,63460,63930,64400,64880,65360,65840,66330,66820,67310,67810,68300,68800,69310,69820,70330,70840,71360,71880,72430,72990,73580,74180,74810,75450,76120,76820,77530,78270,79030,79820,80520,81360,82220,83110,83970,84930,85920,86930,87910,88940,89980,91000,92070,93150,94210,95310,96430,97560,98700,99850,101000,102200,103400,104600,105800,107100,108300,109600,110900,112100,113500,114800,116100,117500,118800,120200,121600,123000,124500,125900,127800,130100,132900,135700,138600,141600,144600,147700,150900,154100,157400,160800,164200,168600,173100,177700,182400,190700,199100,207400,215700,224000,232300,240600,248900,257200,265500,273800,282100,290400,298700,307000,315300,323600,331900,340200,348500,356800,347400,330400,316500,305800,298400,294300,293300,295600,301000,309500,320800,334600,350400,367400,384600,401100,416500,430200,442200,452400,461400,470000,478600,487500,496900,506600,516300,525800,535300,544900,554700,565100,576000,587600,599600,612000,624600,637200,650100,663600,678100,693900,711200,729700,749000,768100,786500,804000,820900,837800,855600,875400,897800,922800,950500,980500,1012000,1044000,1075000,1106000,1136000,1165000,1193000,1219000,1244000
isl,Iceland,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131,2133,2135,2137,2141,2145,2149,2155,2161,2168,2175,2183,2192,2202,2212,2224,2235,2248,2261,2275,2290,2305,2320,2335,2351,2366,2381,2397,2413,2428,2444,2460,2476,2492,2508,2525,2541,2558,2575,2591,2603,2615,2627,2644,2656,2668,2681,2698,2710,2723,2710,2696,2683,2669,2655,2640,2626,2611,2595,2580,2575,2575,2569,2563,2558,2552,2545,2539,2533,2526,2542,2564,2580,2603,2619,2642,2659,2682,2700,2723,2753,2783,2813,2844,2881,2913,2944,2976,3015,3047,3080,3093,3099,3113,3119,3133,3139,3152,3069,2977,3073,3163,3255,3261,3268,3275,3281,3288,3302,3309,3323,3202,3260,3190,3165,3278,3214,3055,3122,3158,3195,3231,3268,3304,3341,3377,3413,3450,3486,3523,3559,3596,3632,3668,3705,3741,3778,3814,3851,3887,3971,4131,4274,4402,4514,4610,4688,4747,4787,4804,4797,4767,4715,4649,4576,4508,4452,4413,4393,4388,4392,4395,4390,4375,4351,4321,4291,4265,4247,4234,4228,4225,4225,4228,4236,4254,4282,4320,4364,4408,4441,4458,4456,4434,4394,4340,4281,4224,4177,4150,4151,4180,4235,4310,4393,4471,4531,4566,4571,4550,4510,4463,4420,4385,4360
